age,gender,income,spending_score,membership_years,purchase_frequency,preferred_category,last_purchase_amount,income_qcut,income_level,spending_qcut,spending_score_level,purchase_frequency_qcut,purchase_frequency_level,membership_years_qcut,membership_years_level,last_purchase_amount_qcut,last_purchase_amount_qcut_level,score_final,score_final_qcut,score_final_qcut_level
28,Female,142450,80.0,3.0,22.0,Groceries,471.87,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
64,Male,32144,76.0,2.0,28.0,Sports,902.66,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
45,Male,53474,79.0,8.0,21.0,Electronics,40.32,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
61,Male,897200,4.0,9.0,8.0,Groceries,795.49,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
36,Female,114281,99.0,7.0,6.0,Sports,217.78,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
33,Other,36577,28.0,4.0,1.0,Electronics,612.54,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(492.32, 736.37]",3,9,"(5.999, 11.0]",bronze
55,Other,53164,64.0,2.0,19.0,Clothing,932.41,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(736.37, 998.98]",4,11,"(5.999, 11.0]",bronze
31,Male,33604,8.0,5.0,2.0,Electronics,984.15,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(736.37, 998.98]",4,9,"(5.999, 11.0]",bronze
31,Male,148121,34.0,9.0,32.0,Groceries,753.49,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(736.37, 998.98]",4,17,"(13.0, 20.0]",ouro
26,Female,42499,92.0,5.46,50.0,Electronics,37.57,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
26,Female,56466,61.0,3.0,12.0,Home & Garden,358.22,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,8,"(5.999, 11.0]",bronze
52,Female,58805,14.0,2.0,47.0,Sports,104.35,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,8,"(5.999, 11.0]",bronze
42,Male,49140,23.0,9.0,35.0,Clothing,400.23,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
29,Female,102972,68.0,3.0,39.0,Clothing,258.09,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
47,Female,128439,42.0,5.0,22.0,Sports,219.02,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
68,Male,47482,100.0,9.0,49.0,Clothing,170.56,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,14,"(13.0, 20.0]",ouro
44,Female,118123,40.0,8.0,31.0,Clothing,140.52,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,13,"(11.0, 13.0]",prata
43,Female,43545,67.0,5.0,41.0,Electronics,179.71,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
43,Other,51398,12.0,4.0,26.0,Sports,117.85,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,7,"(5.999, 11.0]",bronze
18,Male,141318,37.0,5.46,28.0,Home & Garden,428.33,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
19,Female,76416,26.0,6.0,20.0,Electronics,492.3200423280423,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
30,Male,100115,54.0,2.0,36.0,Sports,789.67,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
43,Other,67912,71.0,10.0,35.0,Electronics,698.03,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
48,Female,74273,23.0,10.0,46.0,Sports,492.3200423280423,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
47,Male,136278,76.0,10.0,48.0,Clothing,233.64,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(232.75, 492.32]",2,18,"(13.0, 20.0]",ouro
57,Female,108833,77.0,3.0,37.0,Home & Garden,623.78,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
21,Female,119226,21.0,8.0,50.0,Sports,772.63,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
69,Other,72651,58.0,5.0,30.0,Electronics,103.11,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
27,Male,114848,66.0,5.46,38.0,Groceries,912.58,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
45,Male,127989,54.931650893796004,1.0,42.0,Home & Garden,683.99,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
20,Male,48504,27.0,3.0,28.0,Groceries,658.54,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,9,"(5.999, 11.0]",bronze
21,Other,114762,28.0,3.0,7.0,Sports,397.54,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,9,"(5.999, 11.0]",bronze
48,Unknown,98053,3.0,8.0,39.0,Clothing,15.72,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
40,Other,105994,39.0,9.0,17.0,Home & Garden,347.21,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
18,Other,84764,2.0,5.46,49.0,Home & Garden,348.51,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
28,Other,53503,39.0,5.0,30.0,Groceries,492.3200423280423,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
50,Male,86985,77.0,8.0,11.0,Sports,964.1,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
19,Male,85349,77.0,8.0,29.0,Home & Garden,381.04,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
53,Female,52855,12.0,5.0,33.0,Groceries,444.09,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,9,"(5.999, 11.0]",bronze
29,Other,66264,85.0,2.0,8.0,Electronics,743.3,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
49,Male,56707,6.0,8.0,29.0,Electronics,604.53,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
44,Other,66886,7.0,5.46,40.0,Electronics,322.64,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
38,Other,115537,10.0,7.0,25.0,Unknown,632.99,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(492.32, 736.37]",3,12,"(11.0, 13.0]",prata
52,Female,130875,76.0,10.0,14.0,Clothing,979.39,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(736.37, 998.98]",4,17,"(13.0, 20.0]",ouro
28,Male,104971,54.931650893796004,4.0,10.0,Clothing,297.17,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
44,Female,136320,52.0,5.0,42.0,Electronics,492.3200423280423,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
61,Male,1133800,27.0,2.0,26.51413612565445,Electronics,177.5,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
62,Female,119083,18.0,4.0,28.0,Electronics,317.78,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
44,Female,50944,24.0,3.0,36.0,Electronics,121.22,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,7,"(5.999, 11.0]",bronze
45,Other,30738,38.0,7.0,5.0,Home & Garden,144.0,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,8,"(5.999, 11.0]",bronze
64,Male,132277,81.0,5.0,30.0,Sports,505.24,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(492.32, 736.37]",3,16,"(13.0, 20.0]",ouro
56,Male,90816,20.0,5.46,35.0,Electronics,492.3200423280423,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
30,Female,64288,93.0,9.0,43.0,Groceries,825.85,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(736.37, 998.98]",4,18,"(13.0, 20.0]",ouro
60,Male,98053,99.0,10.0,3.0,Electronics,983.3,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
26,Male,44725,54.931650893796004,10.0,17.0,Groceries,307.42,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
44,Unknown,58696,69.0,5.46,29.0,Groceries,570.87,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(492.32, 736.37]",3,12,"(11.0, 13.0]",prata
22,Male,73023,30.0,1.0,19.0,Home & Garden,661.7,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
44,Other,74985,68.0,8.0,21.0,Electronics,123.96,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
63,Male,37201,60.0,6.0,46.0,Groceries,90.96,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
31,Male,85928,10.0,2.0,40.0,Home & Garden,34.1,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
28,Other,129367,4.0,1.0,44.0,Electronics,559.61,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
52,Male,49342,77.0,7.0,29.0,Groceries,622.86,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
61,Male,59583,11.0,8.0,27.0,Clothing,744.56,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
30,Female,111050,61.0,10.0,32.0,Electronics,213.88,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,14,"(13.0, 20.0]",ouro
19,Female,129687,78.0,3.0,43.0,Home & Garden,679.67,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(492.32, 736.37]",3,16,"(13.0, 20.0]",ouro
35,Male,94896,36.0,6.0,4.0,Home & Garden,102.23,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
64,Other,130443,29.0,1.0,17.0,Unknown,835.67,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
27,Male,80545,63.0,6.0,46.0,Sports,575.98,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
47,Male,112510,54.931650893796004,2.0,10.0,Home & Garden,618.2,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
57,Male,145190,42.0,9.0,8.0,Sports,492.3200423280423,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
63,Male,115204,12.0,2.0,19.0,Home & Garden,910.59,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(736.37, 998.98]",4,11,"(5.999, 11.0]",bronze
61,Female,116123,96.0,2.0,26.51413612565445,Unknown,844.95,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
40,Other,108344,87.0,2.0,13.0,Electronics,892.28,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
41,Other,74198,84.0,1.0,50.0,Clothing,60.51,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
45,Other,62582,1.0,6.0,26.51413612565445,Clothing,298.11,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
33,Other,92798,80.0,3.0,44.0,Groceries,367.85,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
19,Male,85583,61.0,5.0,43.0,Sports,316.35,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
61,Male,32692,18.0,5.46,28.0,Groceries,709.33,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
44,Other,53069,3.0,10.0,43.0,Clothing,777.97,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
26,Female,79842,78.0,9.0,5.0,Clothing,557.41,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
51,Female,70099,42.0,7.0,12.0,Unknown,481.56,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
52,Male,52167,19.0,5.0,50.0,Home & Garden,961.55,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
24,Male,51225,21.0,6.0,31.0,Sports,235.64,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
31,Female,123947,25.0,2.0,39.0,Groceries,355.67,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
19,Other,45781,93.0,6.0,43.0,Sports,412.99,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
46,Female,78023,83.0,7.0,28.0,Sports,270.15,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
56,Unknown,43031,56.0,2.0,15.0,Electronics,830.79,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(736.37, 998.98]",4,10,"(5.999, 11.0]",bronze
65,Unknown,80686,2.0,8.0,30.0,Sports,491.8,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
53,Male,147355,10.0,2.0,38.0,Home & Garden,866.3,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
22,Male,118840,32.0,9.0,9.0,Electronics,819.14,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
39,Other,71987,42.0,5.0,26.51413612565445,Clothing,196.61,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
47,Other,64229,74.0,5.0,22.0,Unknown,438.95,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
45,Female,88366,22.0,10.0,24.0,Electronics,253.64,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
30,Male,43192,61.0,1.0,27.0,Sports,614.39,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
57,Other,56547,65.0,10.0,43.0,Groceries,686.83,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
33,Male,38558,71.0,8.0,22.0,Home & Garden,223.73,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
25,Female,52575,77.0,5.0,13.0,Clothing,112.22,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
61,Unknown,96409,66.0,1.0,32.0,Sports,674.93,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
59,Female,97756,89.0,6.0,3.0,Home & Garden,318.74,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
44,Other,140475,38.0,8.0,7.0,Sports,442.42,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
63,Female,123481,26.0,1.0,26.0,Home & Garden,386.51,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
50,Unknown,98053,58.0,2.0,3.0,Unknown,687.32,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
33,Female,45432,11.0,4.0,42.0,Electronics,990.34,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
47,Male,98053,17.0,7.0,8.0,Home & Garden,997.15,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
47,Male,86651,54.0,3.0,49.0,Home & Garden,678.41,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(492.32, 736.37]",3,12,"(11.0, 13.0]",prata
68,Other,44597,54.931650893796004,1.0,36.0,Sports,743.73,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(736.37, 998.98]",4,11,"(5.999, 11.0]",bronze
25,Male,107042,27.0,1.0,32.0,Clothing,648.79,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
35,Other,114874,40.0,3.0,15.0,Sports,333.55,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,9,"(5.999, 11.0]",bronze
61,Other,69791,33.0,8.0,1.0,Sports,165.39,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
51,Male,107033,96.0,3.0,26.51413612565445,Groceries,992.17,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
64,Male,127745,72.0,2.0,26.51413612565445,Groceries,192.17,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
59,Female,58656,47.0,6.0,6.0,Groceries,246.07,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,9,"(5.999, 11.0]",bronze
51,Female,97660,3.0,7.0,30.0,Sports,145.66,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
49,Male,69864,92.0,10.0,25.0,Groceries,522.78,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
